Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, b-SLICE,    8, 39.00,       3320, 0,4.08,32.165, 36.995, 38.597, 33.573,57, 6 3 ,9 12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.89%,  4.76%, 13.33%, 11.43%,  1.90%,  4.44%,  1.59%,  1.59%,  0.00%,  2.22%,  0.32%,  0.00%, 13.33%, 22.86%,  7.62%,  5.71%, 151892.48, 21091.98, 10851.81, 153551.81 , 16, 235, 94.22, 59, 137, 111.75, 110, 195, 140.36, 0.00%, 49.41%,0.00%, 32.94%, 0.00%, 4.12%, 5.29%, 3.53%, 4.71%, 0.00%, 42.25%,0.00%, 37.43%, 1.07%, 2.94%, 9.36%, 2.41%, 4.55%, 0.00%, 55.56%,0.00%, 13.33%, 0.00%, 0.00%, 13.33%, 1.11%, 16.67%, 0.00%, 64.29%,0.00%, 10.71%, 7.14%, 1.79%, 1.79%, 5.36%, 8.93%,0.00%, 0.0, 56.6, 27.2, 12.0, 63.7, 0.0, 462.6, 2.881, 17
11, b-SLICE,   10, 39.00,       3184, 0,5.20,32.149, 37.043, 38.523, 33.558,56, 9 6 3 ,12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.47%, 10.18%, 13.33%, 12.98%,  1.40%,  3.51%,  1.05%,  3.16%,  0.00%,  5.26%,  1.40%,  0.00%, 12.28%, 16.49%,  3.86%,  5.61%, 152419.17, 21103.91, 10980.90, 153579.71 , 16, 235, 94.31, 60, 136, 111.82, 110, 197, 140.52, 0.00%, 38.46%,0.00%, 29.67%, 0.00%, 5.49%, 15.38%, 1.65%, 9.34%, 0.00%, 37.13%,0.00%, 40.72%, 0.00%, 3.29%, 9.88%, 2.40%, 6.59%, 0.00%, 51.72%,0.00%, 13.79%, 0.00%, 10.34%, 20.69%, 1.72%, 1.72%, 0.00%, 57.14%,0.00%, 7.14%, 3.57%, 3.57%, 10.71%, 3.57%, 14.29%,0.00%, 0.0, 55.0, 29.3, 12.0, 73.7, 0.0, 460.2, 3.126, 24
12, b-SLICE,   11, 39.00,       3168, 0,4.25,32.082, 37.017, 38.477, 33.498,56, 9 6 3 ,12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.33%,  5.00%,  8.67%, 13.00%,  2.33%,  3.00%,  2.33%,  2.00%,  0.00%,  2.33%,  3.67%,  3.67%, 13.67%, 22.33%,  2.67%,  4.00%, 155078.42, 21270.57, 11051.73, 156738.76 , 16, 235, 94.39, 59, 136, 111.83, 110, 195, 140.58, 0.00%, 45.56%,0.00%, 37.78%, 0.00%, 3.33%, 6.67%, 2.78%, 3.89%, 0.00%, 43.79%,0.00%, 32.54%, 0.59%, 1.48%, 13.91%, 1.78%, 5.92%, 0.00%, 54.29%,0.00%, 17.14%, 2.86%, 2.86%, 11.43%, 4.29%, 7.14%, 0.00%, 63.89%,0.00%, 16.67%, 2.78%, 4.17%, 6.94%, 0.00%, 5.56%,0.00%, 0.0, 10.6, 31.0, 12.0, 69.5, 0.0, 460.0, 2.985, 26
13, P-SLICE,   18, 37.00,      35544, 0,4.86,31.929, 37.014, 38.127, 33.340,50, 12 9 6 3 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.12%, 0.06%,  0.12%,  1.00%, 0.47%,  0.30%,  3.25%, 0.00%,  0.59%,  1.00%,  4.73%,  3.61%, 10.05%,  6.15%, 22.81%, 19.15%,  0.00%,  0.77%,  2.72%,  4.55%,  0.41%,  2.60%,  6.03%,  9.52%, 166038.49, 22433.60, 10006.13, 251222.16 , 16, 235, 94.60, 59, 140, 112.25, 117, 194, 141.14, 0.00%, 20.59%,0.00%, 17.65%, 11.76%, 7.35%, 7.35%, 20.59%, 14.71%, 0.87%, 24.78%,0.00%, 30.87%, 16.96%, 8.26%, 7.39%, 5.00%, 5.87%, 4.52%, 33.48%,0.00%, 21.95%, 16.52%, 3.96%, 9.39%, 4.41%, 5.77%, 6.69%, 23.43%,0.00%, 18.41%, 19.59%, 3.89%, 14.52%, 2.51%, 10.97%,0.00%, 1.8, 0.1, 65.2, 0.0, 198.6, 0.0, 488.6, 3.407, 41
14, B-SLICE,   15, 38.00,       7416, 0,4.40,32.042, 37.057, 38.121, 33.428,54, 12 9 3 ,18 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.69%,  5.34%, 10.47%, 12.18%,  6.41%,  6.20%,  9.19%,  5.56%,  0.00%,  2.56%,  4.70%,  2.14%,  3.85%,  8.12%,  9.40%,  6.20%, 157843.61, 21914.64, 11374.91, 166571.79 , 16, 235, 94.50, 62, 139, 112.29, 114, 197, 141.14, 0.00%, 22.78%,0.00%, 45.57%, 0.00%, 2.53%, 10.13%, 2.53%, 16.46%, 0.00%, 26.88%,0.00%, 38.71%, 3.76%, 1.88%, 20.16%, 1.61%, 6.99%, 0.00%, 52.80%,0.00%, 18.40%, 5.60%, 2.80%, 11.60%, 2.80%, 6.00%, 0.00%, 36.11%,0.00%, 16.67%, 23.15%, 2.78%, 6.48%, 2.78%, 12.04%,0.00%, 0.0, 29.4, 42.5, 21.8, 84.6, 0.7, 518.3, 2.452, 23
15, b-SLICE,   13, 39.00,       3040, 0,4.75,32.098, 37.140, 38.241, 33.496,57, 12 9 ,15 18 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.73%,  8.24%,  9.74%, 13.86%,  1.87%,  1.50%,  1.50%,  4.49%,  0.00%,  3.37%,  0.00%,  0.00%, 14.98%, 17.60%,  4.12%,  5.99%, 154462.77, 21419.30, 11287.75, 155934.30 , 16, 235, 94.58, 60, 141, 112.25, 110, 197, 141.04, 0.00%, 41.67%,0.00%, 35.42%, 0.00%, 4.69%, 10.94%, 2.08%, 5.21%, 0.00%, 37.58%,0.00%, 36.91%, 0.67%, 2.01%, 13.42%, 1.68%, 7.72%, 0.00%, 55.00%,0.00%, 25.00%, 0.00%, 0.00%, 5.00%, 2.50%, 12.50%, 0.00%, 50.00%,0.00%, 3.12%, 9.38%, 1.56%, 17.19%, 1.56%, 17.19%,0.00%, 0.0, 60.7, 26.1, 8.7, 73.3, 0.0, 539.2, 3.378, 20
16, b-SLICE,   14, 39.00,       3328, 0,4.86,32.005, 37.144, 38.228, 33.425,57, 12 9 ,15 18 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.31%,  7.56%, 13.75%, 11.34%,  3.09%,  2.75%,  3.78%,  2.75%,  0.00%,  3.44%,  1.72%,  3.44%, 14.78%, 12.03%,  5.50%,  3.78%, 157801.33, 21434.34, 11234.68, 159568.35 , 16, 235, 94.63, 59, 141, 112.27, 110, 197, 141.09, 0.00%, 45.26%,0.00%, 31.58%, 0.00%, 2.63%, 13.16%, 0.53%, 6.84%, 0.00%, 30.41%,0.00%, 45.95%, 1.35%, 3.38%, 9.46%, 2.36%, 7.09%, 0.00%, 55.26%,0.00%, 21.05%, 2.63%, 1.32%, 11.84%, 1.32%, 6.58%, 0.00%, 52.50%,0.00%, 15.00%, 12.50%, 3.75%, 11.25%, 1.25%, 3.75%,0.00%, 0.0, 59.0, 30.0, 8.7, 94.0, 0.0, 541.2, 3.570, 38
17, b-SLICE,   16, 39.00,       2968, 0,4.45,32.008, 37.108, 38.186, 33.418,56, 15 12 9 ,18 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.54%,  5.10%,  8.16%, 17.35%,  0.00%,  1.36%,  1.02%,  4.08%,  0.00%,  2.72%,  0.00%,  0.00%, 13.61%, 25.85%,  5.78%,  4.42%, 157769.31, 21629.26, 11389.61, 158892.33 , 16, 235, 94.60, 59, 137, 112.29, 113, 197, 141.16, 0.00%, 46.51%,0.00%, 36.05%, 0.00%, 1.74%, 5.23%, 2.33%, 8.14%, 0.00%, 44.44%,0.00%, 26.98%, 1.59%, 1.59%, 14.81%, 1.32%, 9.26%, 0.00%, 80.95%,0.00%, 0.00%, 0.00%, 7.14%, 2.38%, 2.38%, 7.14%, 0.00%, 46.43%,0.00%, 3.57%, 7.14%, 1.79%, 12.50%, 3.57%, 25.00%,0.00%, 0.0, 57.2, 30.0, 8.7, 70.6, 0.0, 538.9, 3.215, 41
18, b-SLICE,   17, 39.00,       3136, 0,4.79,31.926, 37.076, 38.166, 33.350,56, 15 12 9 ,18 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.38%,  5.56%, 13.19%, 12.15%,  1.04%,  2.08%,  1.04%,  3.12%,  0.00%,  5.21%,  0.00%,  0.00%, 15.28%, 22.92%,  6.25%,  2.78%, 161015.91, 21761.26, 11267.70, 161999.07 , 16, 235, 94.69, 60, 138, 112.27, 116, 197, 141.16, 0.00%, 50.57%,0.00%, 31.03%, 0.00%, 4.02%, 6.32%, 1.72%, 6.32%, 0.00%, 44.02%,0.00%, 36.96%, 0.00%, 3.26%, 9.24%, 2.72%, 3.80%, 0.00%, 66.67%,0.00%, 11.11%, 0.00%, 1.85%, 5.56%, 3.70%, 11.11%, 0.00%, 40.00%,0.00%, 10.00%, 5.00%, 2.50%, 17.50%, 7.50%, 17.50%,0.00%, 0.0, 10.5, 31.7, 8.7, 83.8, 0.0, 537.8, 3.489, 49
19, P-SLICE,   22, 37.00,      28184, 0,4.50,31.773, 37.177, 38.273, 33.261,52, 18 15 12 9 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.07%, 0.00%,  0.07%,  0.21%, 0.35%,  0.14%,  2.01%, 0.00%,  1.04%,  1.31%,  5.53%,  4.50%,  9.82%,  7.88%, 17.91%, 18.19%,  0.00%,  0.62%,  1.80%,  3.87%,  0.48%,  2.77%,  8.02%, 13.42%, 171607.81, 21500.63, 10051.39, 226802.85 , 16, 235, 94.96, 63, 139, 112.25, 119, 197, 141.25, 0.00%, 17.07%,0.00%, 17.07%, 19.51%, 7.32%, 14.63%, 12.20%, 12.20%, 0.44%, 21.78%,0.00%, 29.78%, 19.11%, 7.78%, 14.00%, 2.22%, 4.89%, 1.00%, 35.32%,0.00%, 14.68%, 20.65%, 5.35%, 13.06%, 2.99%, 6.97%, 4.46%, 30.94%,0.00%, 14.36%, 17.70%, 2.72%, 15.84%, 1.73%, 12.25%,0.00%, 0.0, 0.1, 58.1, 0.0, 178.5, 0.0, 546.7, 3.363, 36
20, B-SLICE,   20, 38.00,       4704, 0,4.75,31.974, 37.145, 38.280, 33.409,55, 18 15 9 ,22 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.09%,  5.25%, 12.34%, 14.70%,  3.67%,  5.25%,  2.89%,  3.94%,  0.00%,  4.46%,  1.84%,  0.00%,  8.14%, 14.70%,  8.92%,  6.82%, 159435.99, 21323.61, 11360.99, 162461.79 , 16, 235, 94.85, 60, 140, 112.24, 119, 197, 141.21, 0.00%, 39.74%,0.00%, 34.62%, 0.00%, 6.41%, 11.54%, 0.64%, 7.05%, 0.00%, 35.44%,0.00%, 36.41%, 0.97%, 1.70%, 17.72%, 1.46%, 6.31%, 0.00%, 54.67%,0.00%, 14.67%, 4.00%, 1.33%, 10.67%, 2.67%, 12.00%, 0.00%, 50.00%,0.00%, 11.54%, 9.62%, 9.62%, 5.77%, 4.81%, 8.65%,0.00%, 0.0, 27.4, 29.6, 12.1, 75.9, 0.0, 572.5, 2.852, 13
21, b-SLICE,   19, 39.00,       2424, 0,4.53,32.020, 37.136, 38.258, 33.439,57, 18 15 ,20 22 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.58%,  8.33%,  7.95%, 13.26%,  0.38%,  2.27%,  0.00%,  0.76%,  0.00%,  5.30%,  0.00%,  0.00%, 17.80%, 29.55%,  6.06%,  0.76%, 157185.19, 21394.25, 11532.00, 157714.53 , 16, 235, 94.78, 59, 140, 112.25, 118, 196, 141.20, 0.00%, 52.81%,0.00%, 22.47%, 0.00%, 2.81%, 11.80%, 2.25%, 7.87%, 0.00%, 51.69%,0.00%, 28.65%, 0.00%, 1.12%, 11.24%, 2.25%, 5.06%, 0.00%, 69.57%,0.00%, 4.35%, 0.00%, 6.52%, 6.52%, 0.00%, 13.04%, 0.00%, 50.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 12.50%, 37.50%,0.00%, 0.0, 42.9, 30.8, 9.9, 65.9, 0.5, 598.0, 2.481, 43
